"","hr_os_E6","lower_ci_E6","upper_ci_E6","pval_E6","hr_os_random6","lower_ci_random6","upper_ci_random6","pval_random6"
"1",1.72667197377234,0.889336823856321,3.35238126324626,0.106633586949792,1.32605110875257,1.05890817983929,1.66058925268741,0.0139465362648812
"2",2.02912318859492,1.49758817431596,2.74931452124631,4.97389907449822e-06,3330619.11032401,0,Inf,0.986990230837211
"3",1.1312901898101,0.805169264775598,1.5895011763983,0.477093408765021,1.77103408405634,1.44284663550288,2.17387049303135,4.60160434865194e-08
"4",1.67894310260622,1.34182547879756,2.10075750261876,5.86619715869804e-06,1.21933813537066,0.994876035253103,1.49444296141975,0.0560722725385473
"5",1.73511714319373,1.30680127944631,2.30381738061992,0.000139005655611952,1.36128605839493,1.00473962806357,1.84435816108087,0.046538158561388
"6",2.14345863753794,1.6858713726679,2.72524642468146,4.88548011844058e-10,2.56541194984348,1.40751618516786,4.6758527836146,0.00209774699180633
"7",2.41139150504504,1.64315734705278,3.53880229488248,6.87593601557502e-06,1.28259333247388,1.0456412269383,1.5732410066914,0.0169300000497326
"8",1.59329411341203,1.29257036378249,1.963982931192,1.27324514979353e-05,1.57024450231427,1.08113914658618,2.280620218807,0.0178041998427699
"9",1.82852338060942,1.48346190375259,2.25384807319792,1.54878373243137e-08,1.2434056228362,1.02087906694592,1.51443750093328,0.0303605826527918
"10",1.96353061145611,1.50715054849783,2.55810706234219,5.74907711754351e-07,1.6270833500767,1.32942999900975,1.99137993731809,2.3318500298669e-06
"11",1.29353977080124,1.02835082083617,1.62711509024127,0.027892682203679,1.61790075773402,1.31569274169994,1.98952443751742,5.09856592319441e-06
"12",2.12598719407565,1.70872320208294,2.64514553548755,1.32501646137956e-11,1.67555241660534,1.3568954579889,2.06904362768894,1.62109942458532e-06
"13",1.75207366160238,1.43812364100359,2.13456063731667,2.60040188446118e-08,1.53637951001133,0.572885503934854,4.12030324134556,0.393557067213052
"14",1.72637677321535,1.38965297947088,2.14469137772241,8.12209830269801e-07,1.4151373226246,1.06090760613783,1.88764189294061,0.0181672624282203
"15",2.0821822550476,1.29652934192126,3.34391425095754,0.00241019475758684,1.13198430315367,0.720794384185951,1.77774479199568,0.590359958729837
"16",2.75983930014192,1.23024553422299,6.19121366485467,0.0137923041033682,1.56054671200293,1.27238234534661,1.91397346029645,1.93104440219545e-05
"17",1.70662013588971,1.31431655892454,2.21602038599243,6.04970115338721e-05,0.83739152009464,0.567698265027122,1.2352064487865,0.3708776238144
"18",1.85857887820665,1.4955997802223,2.30965228278014,2.25945284408893e-08,1.3536197242625,1.11189055074065,1.64790172620135,0.00255561493713927
"19",1.63789767817698,1.30009805327352,2.06346651886967,2.8274506761091e-05,1.51739698833733,1.21793477196453,1.89049009291465,0.000201046162283028
"20",1.51476563264523,1.18251590182816,1.94036707522986,0.00101288669224776,0.987514110100555,0.367629811698064,2.65262524043783,0.980117041704824
"21",1.92643902971306,1.56093883632802,2.37752258373685,1.00708492257945e-09,1.19692649984864,0.897424451519591,1.59638289731696,0.221180691995707
"22",1.72487055428073,1.3716906632311,2.16898642585821,3.10656617036005e-06,1.39058937078245,1.06786710730128,1.81084217775008,0.014391641566027
"23",0.616793185230684,0.0858832917069027,4.42966059854033,0.630954972362093,0.899998120517434,0.445516934366033,1.81810511442743,0.768998483534198
"24",1.59992161180916,1.30292263679033,1.96462099257081,7.27091697277016e-06,1.28237978952498,1.02071420995418,1.61112474828381,0.0326757425552862
"25",1.54558433244593,1.08027079969751,2.21132602063411,0.017197624993035,1.36236756463506,1.10676818656027,1.67699560188666,0.00353556173152985
"26",1.64553880721919,1.30323511567285,2.07775092421933,2.8421410799025e-05,1.36094087473449,1.03947877380699,1.78181614785622,0.0249872632432388
"27",2.51891624526544,0.626605521491114,10.1258907447277,0.193102784438111,1.20196376127753,0.950531533667028,1.51990421385696,0.124471851267678
"28",1.48066790572446,1.11189176653834,1.97175436766476,0.00723731160139193,1.44515612769583,1.17263449551751,1.78101210684162,0.000553027823957401
"29",1.66808447488679,1.29106146901098,2.15520785194672,9.06978900378281e-05,1.20795986059478,0.984405414993637,1.48228260692532,0.0703833348276831
"30",1.7285113402087,1.30190836510583,2.29490149484307,0.000154078083232177,1.19542721021381,0.951626201792005,1.50168859603544,0.125055711109928
"31",1.76744533809057,1.36205984638073,2.29348440998304,1.83158532655639e-05,1.5192537312318,1.13353022553212,2.03623321890533,0.00513062260571351
"32",1.82337839209596,1.48397091298076,2.24041369792371,1.09025966118935e-08,1.56588563004053,1.09328284196657,2.24278449477616,0.0144247291150251
"33",2.6931239129386,1.20138543123276,6.03712698846311,0.0161527191707782,1.29104909072964,1.04829852131114,1.5900125019628,0.016224966710386
"34",1.09948214576511,0.764545716255504,1.58114938473118,0.608910186316,0.994043151973893,0.801290299508446,1.23316329748701,0.956676346909218
"35",1.77434093574935,1.42112022643408,2.21535496977313,4.1273589509493e-07,1.17868677820586,0.895963387193535,1.55062421185434,0.240040934813024
"36",1.95826387069116,1.60024911345838,2.39637526120339,6.84090671619284e-11,1.44222578903208,1.13573424896381,1.83142775561002,0.00266330206175126
"37",1.8034595318994,1.33652409528204,2.43352611051315,0.000114609011693585,1.34587756222665,0.711314494487566,2.5465338138654,0.361249260895419
"38",1.74097218901306,1.40312107349981,2.16017293173193,4.73066332026608e-07,1.07370709763348,0.844758970229531,1.36470516696054,0.561096789742245
"39",1.68412940737039,0.867338498959286,3.27010949493536,0.123661867012453,1.2263907469831,0.996382733038259,1.50949450890176,0.0541333990875404
"40",2.76095545559344,0.884022547067022,8.62294186167768,0.0804967220827496,43.2816109657284,9.99001365568849,187.517045757187,4.73467638128755e-07
"41",2.06364865483296,1.67481679152159,2.54275320868072,1.03588712452419e-11,1.32659370117847,1.07180390495848,1.64195226371616,0.00939797422488324
"42",1.7606695993134,1.37163690265872,2.26004231290188,8.97589503204437e-06,1.42391026560241,1.00331611671433,2.02081917225419,0.0478725446986764
"43",1.54644305277987,1.25543241792756,1.90491027739983,4.15696057068639e-05,1.12657848709911,0.913395405236424,1.38951770538633,0.265456973972085
"44",1.47266295925206,1.1902841329114,1.8220323463847,0.000365621902755655,1.39783296282066,1.14208092902507,1.71085685986889,0.0011599685776183
"45",2.01470423814322,1.62806896549783,2.4931580008044,1.16987757947407e-10,2.56883001911514,1.57744541153738,4.18327481816046,0.000149459083951144
"46",2.27567822557186,1.83976172327053,2.81488157995576,3.47959607428437e-14,1.34703598273818,1.04221353180477,1.74101168658718,0.0228562280925684
"47",1.66356731686169,1.35495542826723,2.04247029828097,1.16520651425712e-06,1.53169532812085,1.23968605709765,1.89248767037027,7.7861800380672e-05
"48",1.49442337126369,1.20585555203159,1.85204704561549,0.000242576155184341,1.11081672416785,0.90718772100422,1.36015266313913,0.30906059664337
"49",1.65640492228702,1.35919354763314,2.01860674762208,5.68735911056152e-07,1.39360483040511,1.02753853797883,1.89008426598641,0.0327861047881397
"50",1.64114819138924,1.23134350793079,2.18734038775762,0.000725616285147426,1.86993709590587,1.23546386438631,2.83024444780648,0.00307749166125795
