"","hr_os_mammaprint","lower_ci_mammaprint","upper_ci_mammaprint","pval_mammaprint","hr_os_random70","lower_ci_random70","upper_ci_random70","pval_random70"
"696",2.00774168156901,1.61812467886578,2.49117185625961,2.41763996305157e-10,3.24407938954476,2.63642543702434,3.99178787227427,9.93284368425507e-29
"697",2.47543537009656,2.0008084130907,3.06265219170052,7.0692069821714e-17,2.90228341327666,2.34263336041188,3.59563265567934,1.87276477235479e-22
"698",1.74450128443023,1.40301717550902,2.16910012543118,5.53965806677572e-07,1.88671321121535,1.55439182484921,2.29008328818242,1.34580098471595e-10
"699",3.81194084047524,2.92061777583997,4.9752806038113,7.05659448028525e-23,2.35316334198167,1.04974485260917,5.27497486678126,0.0377241505165724
"700",3.14546500329346,2.477572480864,3.99340490070893,4.95317249796389e-21,1.90870388556196,1.47001678282032,2.4783053944253,1.22539631672868e-06
"701",2.3395339382691,1.89363282712373,2.89043312405319,3.32218986489588e-15,2.98874123873953,2.4439543228601,3.65496773347579,1.50795658468707e-26
"702",2.78162295245157,2.26828804937301,3.41113036844863,8.4845565819045e-23,2.68551514956855,2.18050167458775,3.30749189629755,1.47988000398548e-20
"703",2.91516668905426,1.7891747535588,4.749785792622,1.74182041587094e-05,2.86191233610925,1.18225749633986,6.92788351516601,0.0197456829572848
"704",2.74205921946543,2.23176955547167,3.36902559882186,7.89874856313724e-22,1.53820490757161,1.14302966277375,2.07000256838105,0.00447811772926438
"705",3.24196184549714,1.53260407312095,6.85781591735975,0.00209144429624918,2.82554704239138,2.29705905540035,3.47562509113429,8.24353222256987e-23
"706",2.66682850459001,2.0748351082251,3.42772986860515,1.87173068723457e-14,5.39147639821195,3.0294630957457,9.5951054143214,1.01235836056812e-08
"707",3.21175987687803,2.36869287853001,4.35489193226486,5.8724088897697e-14,2.08476404703259,1.11082052041531,3.91264029779962,0.0221863280536872
"708",3.30008155899396,2.48749464207961,4.37811527783119,1.24735059608256e-16,3.92956469842708,2.65881665900876,5.80765080841681,6.59310337931962e-12
"709",2.66174309088194,2.07701903753414,3.4110791253358,1.03008897239461e-14,2.56611061345057,2.07385442537219,3.17521017864207,4.23383846731883e-18
"710",2.9522030663746,2.38633470024099,3.65225504378385,2.04140556265864e-23,2.42598950328937,1.93251467176142,3.04547497417231,2.20746612122921e-14
"711",3.52474851811397,2.68365624032318,4.62944990094948,1.34177894143804e-19,2.1514543468794,1.75713215788507,2.6342673121853,1.19975920425723e-13
"712",4.34715232939014,2.91849705277528,6.47515931426134,4.88390634793783e-13,2.40586442982715,1.89635241049514,3.05227215293607,4.81550232616208e-13
"713",1.99787277454376,1.57184041582399,2.53937714228499,1.55143589746784e-08,2.62061324676057,2.13322246619836,3.21936127052696,4.46238514922733e-20
"714",4.0110302229284,2.72565286526419,5.90257242742673,1.8300224106536e-12,3.06180821992077,2.45814640862677,3.81371489618127,1.73086570281334e-23
"715",1.91518330919472,1.55772906749116,2.35466306969897,7.04432686123224e-10,1.68304440656831,1.153398198474,2.45590679630729,0.00693075343154862
"716",2.38283844819724,1.95093582956925,2.91035665251002,1.7419961942529e-17,2.56166003017135,1.91560041121886,3.42561114089662,2.24226579173226e-10
"717",3.71248960709807,2.69366838832046,5.11665769349017,1.11011194933697e-15,1.92094540927449,1.32269042561836,2.7897920737482,0.000605996571318283
"718",2.3627113608556,1.93179113562174,2.88975597401704,5.81192665954163e-17,4.90388503895381,3.09224548046184,7.77690148703309,1.39744239542475e-11
"719",5.2785051691234,3.32756918560114,8.37326446615382,1.58417305819598e-12,2.9068157749422,2.36100627087461,3.57880368793885,8.6245137905488e-24
"720",1.33590467584158,0.926099730408883,1.92705088268135,0.12131819754367,1.30742109882653,0.840643054338138,2.03338375406266,0.23420304301465
"721",2.07706228044363,1.60824696848319,2.682540555889,2.138218698383e-08,2.48704482535575,2.01171622958001,3.07468412909317,3.79939926664023e-17
"722",3.43278540617795,2.71336343766586,4.34295512399377,8.79478056463095e-25,3.32506735939093,2.63518558717101,4.19555761017809,4.19655277424736e-24
"723",6.22122614130611,3.20824428352526,12.0638116305603,6.30173583079553e-08,2.53186897699003,2.05454340839426,3.12009008447019,2.8923488658835e-18
"724",1.89722750639302,1.4792419461484,2.43332216233216,4.5705854473296e-07,3.17986217053492,2.51933293765159,4.01357171673569,2.0822677017492e-22
"725",2.03088060707361,1.65237297974733,2.49609264417913,1.67056337556928e-11,2.72918887391447,2.1519719731426,3.46123090935116,1.21788492978326e-16
"726",5.90243464207755,3.04365409785926,11.4463515182296,1.48959169724902e-07,3.76878314286458,2.90239687991368,4.89379191255286,2.39929313660425e-23
"727",1.94912376722998,1.40855728462548,2.69714515799116,5.64820455491261e-05,2.22266206069186,1.76221435077591,2.80341981885676,1.54452432306117e-11
"728",3.2270135643185,2.51396636879166,4.14230543159608,3.71370373507407e-20,3.011034025303,2.36070323748392,3.84051911209113,6.75580738182782e-19
"729",4.92081255252632,3.60266630568718,6.72124313563975,1.28941060905395e-23,5.9443437240397,3.70217822998999,9.54444116798389,1.60947790892795e-13
"730",2.0752124893968,1.50880737877019,2.85424563582043,7.14989722256212e-06,2.70738542418079,2.16156853256067,3.39102634251585,4.31319541054175e-18
"731",3.10803575366638,2.13913622448488,4.51578825859711,2.69338284282858e-09,2.50190588819669,1.93474979900848,3.23531914907092,2.71569819323836e-12
"732",2.99530424026885,2.24548963895593,3.99549716735463,8.47657281380371e-14,2.65643987441884,2.17507384797418,3.24433711203637,9.90148158681244e-22
"733",1.76081974636296,0.939595165469107,3.29981069840197,0.0774738397425706,2.96277819104873,1.79152254355085,4.89977345858882,2.32003449855537e-05
"734",5.50279409111565,2.60337556001958,11.6313386644029,7.985712360058e-06,2.92672914634151,2.37404860845616,3.6080741841319,8.57305264046264e-24
