"","hr_os_E6","lower_ci_E6","upper_ci_E6","pval_E6","hr_os_random6","lower_ci_random6","upper_ci_random6","pval_random6"
"1",1.87448549473486,1.48231233655597,2.37041531890314,1.55028556867969e-07,1.07669999112181,0.880412749204089,1.31674929960943,0.471733266597488
"2",1.98786475490443,1.62527489447871,2.43134641236103,2.28105517444806e-11,1.18729338301982,0.969647951649701,1.45379111559439,0.0965852497269636
"3",1.96422859946261,1.37948776662889,2.79683088482564,0.000180932802686603,2.01957719001129,1.47286074214507,2.769231271976,1.27703584290796e-05
"4",1.63279129370264,1.28159983073424,2.08021829034086,7.25095001248456e-05,1.01914759762173,0.806450372106468,1.28794264552838,0.873819696290698
"5",1.73806166997172,1.2356074907374,2.44483656118179,0.00149722076758051,0.983739077323377,0.690259673697018,1.40199784100067,0.927734488933284
"6",2.32624430094262,1.61058729782104,3.35990017740055,6.77306009434104e-06,2.00112619670568,1.49798423055443,2.67326315822404,2.66503529288078e-06
"7",1.24429632378686,0.911595400774414,1.69842162441169,0.168547272648557,1.22177293712627,0.985559858414288,1.51460015051331,0.0676587592159669
"8",1.58822424963492,1.24475978467808,2.02646028428752,0.000198432680229106,1.19787991628808,0.968343389494426,1.48182587851973,0.0961980850654889
"9",1.76432480986132,1.4333983479146,2.17165175278801,8.45046800081653e-08,1.28311265750612,1.0534402902838,1.56285848095755,0.0132370655608877
"10",2.60472437545605,1.89584948345946,3.57865386007053,3.4899689060921e-09,1.59040894641171,1.30719050970944,1.93499004011943,3.53159865404367e-06
"11",1.80754193869939,1.31894496516495,2.4771373684637,0.000231682479431683,1.68143061469881,1.3422962236075,2.10624813086947,6.14574388203717e-06
"12",1.79926977258816,1.46358378117951,2.21194833953437,2.47200282512232e-08,1.64647579607235,1.25068804721686,2.1675129566358,0.000378568132818275
"13",2.05042237114925,1.35509193517594,3.10254366583878,0.000678971041872609,1.28752508846786,1.04423132285654,1.58750347470846,0.0180304871979742
"14",1.81120418496485,1.48341717415308,2.21142147791776,5.49623861002011e-09,1.2845557379231,1.05375245785763,1.56591183396708,0.0132085393026169
"15",2.01897129881898,1.62879915279783,2.50260757961037,1.43176540314722e-10,1.06242582877267,0.862640886524642,1.30848034132806,0.568848215440713
"16",1.60367925050904,1.22867550266396,2.09313779996201,0.000510296337813976,1.31113875376338,1.03686581674681,1.65796268316942,0.0236790469100613
"17",2.31267734988907,1.6518477223644,3.23787504881765,1.04389036806288e-06,0.86624109274464,0.68937380213329,1.08848585257718,0.217832183792032
"18",2.14295047950138,1.73245405868861,2.65071199698727,2.1389624497666e-12,1.49060245216105,1.21050264040646,1.83551493092362,0.000170714228529822
"19",1.43708856594758,0.640982097500807,3.22196759383701,0.378703384032163,2.07890385377101,1.64093093372292,2.6337740025527,1.33553151012585e-09
"20",2.20409783289334,1.41773954304139,3.42661476912992,0.00044737433047832,1.37482034631114,1.1096917084716,1.7032937798863,0.00358948531853004
"21",1.36554282821753,1.0430372330465,1.78776668427251,0.023420490478153,0.885380558054064,0.508811794140796,1.54064575862251,0.666660453532316
"22",1.6523886669757,1.16147480244489,2.3507942669116,0.00523515072535718,1.26863297468511,1.02004394457096,1.57780420444076,0.0324913529312726
"23",1.50882208118928,1.2341311963857,1.84465320976527,6.02942921610228e-05,0.965041912246418,0.788471399046136,1.18115367725308,0.729994489325049
"24",2.41001305528321,1.81491898761264,3.20023260888115,1.20680276341072e-09,1.58167792916029,1.21358071685364,2.06142454049431,0.000693477057080622
"25",1.77730522136367,1.42460121524799,2.21733199163156,3.47698484454839e-07,0.816851416975602,0.6500251068113,1.02649302376677,0.0826302090739965
